,0,1,2_2,2_3,2_4,2_5more,3,4,5,6
1202,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,good
156,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
419,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,acc
905,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,acc
477,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
1595,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
816,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,unacc
845,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
1125,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
447,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,unacc
1315,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,unacc
178,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,unacc
390,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
578,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,acc
1022,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,acc
1654,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
839,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
1423,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,unacc
692,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,acc
893,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
1113,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,unacc
1676,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
664,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,acc
142,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
1343,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,acc
1232,2.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,vgood
1477,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,acc
636,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
1211,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,good
859,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,acc
615,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
294,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,unacc
712,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,unacc
1720,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,acc
88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
41,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,unacc
1666,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,acc
131,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,unacc
767,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,acc
756,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unacc
864,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,unacc
1598,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1132,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,acc
164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
290,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,acc
1632,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
780,1.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
348,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
571,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
745,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,acc
1625,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
904,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
1377,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unacc
1137,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
785,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
458,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,unacc
375,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
333,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
1000,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,unacc
1519,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
1517,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
932,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,acc
1706,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1600,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
744,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
328,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,unacc
809,1.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,acc
318,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
1323,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
1170,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,unacc
1686,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
167,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,unacc
12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
171,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,unacc
649,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
260,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,acc
1055,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
1214,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,vgood
672,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
258,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
1222,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
138,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
549,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
1100,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,unacc
1320,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
1075,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,acc
1026,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
558,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
139,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,unacc
1501,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,acc
531,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
224,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,unacc
723,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
1006,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
409,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,unacc
325,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
903,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
299,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
1722,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
1605,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
1380,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1601,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
714,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
193,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,unacc
440,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,unacc
573,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,unacc
503,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,unacc
605,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,acc
1007,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
1542,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,unacc
3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
984,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
1614,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
467,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
321,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
222,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,unacc
547,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
988,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,acc
39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
542,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
242,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,acc
962,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,acc
136,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,unacc
1704,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1361,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,acc
1272,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
1196,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,unacc
886,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
1223,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
993,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
1573,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,unacc
581,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,acc
1523,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,good
1698,3.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,unacc
661,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,unacc
436,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,unacc
1599,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,unacc
376,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,acc
1274,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
314,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,acc
442,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,unacc
978,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,unacc
319,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,acc
281,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,acc
873,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
1085,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
1299,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
424,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,unacc
553,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,unacc
594,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
1692,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,unacc
368,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,acc
1335,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
1497,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
1445,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,acc
1514,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
1643,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,good
227,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,acc
937,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,unacc
1151,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,vgood
1146,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
1441,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,acc
66,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,unacc
393,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
579,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
24,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
211,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,unacc
1329,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,unacc
144,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
536,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,unacc
811,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,unacc
942,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,unacc
1120,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,acc
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,unacc
1555,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,good
272,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
1116,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,unacc
1029,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
865,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
1557,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
630,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,unacc
1703,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
1612,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,acc
1182,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
1613,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,good
505,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,unacc
273,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
950,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1138,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,unacc
362,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,acc
1395,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,unacc
622,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,unacc
2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,unacc
311,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,acc
1167,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,unacc
867,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unacc
665,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,acc
364,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
1701,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unacc
215,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,unacc
1659,3.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,unacc
1237,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,good
525,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
1581,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,unacc
887,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,acc
638,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,acc
1289,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,good
718,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,acc
691,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,acc
1355,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,unacc
1173,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
624,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,unacc
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
256,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
803,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,acc
25,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,unacc
336,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
572,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
47,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,unacc
1276,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,unacc
106,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,unacc
349,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,acc
55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,unacc
238,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
213,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
120,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
1089,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,unacc
1688,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,vgood
793,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unacc
72,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,unacc
812,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
1491,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,unacc
77,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,unacc
1271,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,unacc
45,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
1447,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,acc
523,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
232,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,acc
644,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,acc
1677,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
1303,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,unacc
1037,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,acc
533,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,unacc
1421,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,vgood
1304,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,unacc
603,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,unacc
465,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,unacc
1630,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,acc
788,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
1464,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,unacc
1645,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,good
1128,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
60,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,unacc
1096,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,acc
92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,unacc
666,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,unacc
923,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,unacc
1460,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,unacc
194,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
280,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,unacc
695,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,acc
1209,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,unacc
359,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
1259,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,vgood
519,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,unacc
1239,2.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,unacc
1049,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,acc
1436,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
847,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
182,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,unacc
1177,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,acc
1187,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,vgood
110,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
1551,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,unacc
1063,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
42,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
746,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,acc
125,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,unacc
204,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,unacc
1401,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
52,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,unacc
1673,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,vgood
545,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,unacc
1376,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,acc
507,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
1338,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,unacc
329,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,unacc
994,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,unacc
183,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,unacc
137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,unacc
899,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,unacc
796,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,unacc
132,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,unacc
80,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,unacc
1391,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,acc
105,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,unacc
1333,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,unacc
541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,unacc
1526,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,good
480,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,unacc
165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,unacc
248,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
307,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,unacc
446,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,unacc
983,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,acc
858,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
334,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,unacc
1053,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,unacc
849,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
97,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,unacc
1004,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,unacc
1702,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,unacc
737,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,unacc
1090,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,acc
1258,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,good
421,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,acc
102,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,unacc
434,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,unacc
74,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,unacc
1546,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,unacc
909,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,unacc
1713,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,unacc
228,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,unacc
1567,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,unacc
918,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,unacc
302,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,unacc
1715,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,vgood
