,0_F,0_I,0_M,1,2,3,4,5,6,7,8
2030,0.0,0.0,1.0,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
3380,0.0,1.0,0.0,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5
2448,1.0,0.0,0.0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7
857,0.0,0.0,1.0,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
3110,0.0,1.0,0.0,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
2757,0.0,1.0,0.0,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9
3351,1.0,0.0,0.0,0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
2540,1.0,0.0,0.0,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13
3636,0.0,1.0,0.0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,8
794,0.0,0.0,1.0,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12
1622,0.0,1.0,0.0,0.565,0.42,0.155,0.743,0.31,0.186,0.231,9
3800,0.0,0.0,1.0,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
1066,0.0,1.0,0.0,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
3304,1.0,0.0,0.0,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
2914,0.0,1.0,0.0,0.59,0.46,0.125,0.755,0.334,0.15,0.238,9
1572,0.0,1.0,0.0,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
1144,0.0,0.0,1.0,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
873,1.0,0.0,0.0,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
1527,0.0,0.0,1.0,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
3725,0.0,0.0,1.0,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
2896,0.0,1.0,0.0,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
3050,0.0,0.0,1.0,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
1618,0.0,1.0,0.0,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
3182,0.0,0.0,1.0,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
3116,0.0,0.0,1.0,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10
249,0.0,1.0,0.0,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
3303,1.0,0.0,0.0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
2618,1.0,0.0,0.0,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13
878,1.0,0.0,0.0,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
2291,0.0,0.0,1.0,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
3578,1.0,0.0,0.0,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
3593,1.0,0.0,0.0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,8
1394,0.0,0.0,1.0,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
2809,0.0,0.0,1.0,0.71,0.565,0.2,1.601,0.706,0.321,0.45,11
3688,0.0,1.0,0.0,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
2630,0.0,1.0,0.0,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
3893,0.0,1.0,0.0,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
3337,0.0,1.0,0.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15
1795,1.0,0.0,0.0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
3943,0.0,0.0,1.0,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
1810,0.0,0.0,1.0,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
316,1.0,0.0,0.0,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
1354,0.0,1.0,0.0,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
1275,0.0,1.0,0.0,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9
3589,0.0,0.0,1.0,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
1853,0.0,1.0,0.0,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
1314,0.0,1.0,0.0,0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10
2455,0.0,1.0,0.0,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
2832,1.0,0.0,0.0,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
433,0.0,0.0,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
3591,1.0,0.0,0.0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
405,1.0,0.0,0.0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
282,1.0,0.0,0.0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
281,0.0,1.0,0.0,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
3864,0.0,1.0,0.0,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5
326,0.0,1.0,0.0,0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7
1163,0.0,0.0,1.0,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
2580,0.0,0.0,1.0,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
1229,0.0,1.0,0.0,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
1765,0.0,1.0,0.0,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
2287,1.0,0.0,0.0,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
437,0.0,1.0,0.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
3353,0.0,1.0,0.0,0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8
232,0.0,0.0,1.0,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
2498,0.0,0.0,1.0,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
926,0.0,1.0,0.0,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
269,1.0,0.0,0.0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,13
3807,1.0,0.0,0.0,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
546,0.0,0.0,1.0,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8
3940,0.0,0.0,1.0,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3836,0.0,0.0,1.0,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
3973,0.0,1.0,0.0,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
622,1.0,0.0,0.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12
2000,0.0,1.0,0.0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
213,0.0,0.0,1.0,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
2879,0.0,1.0,0.0,0.47,0.385,0.13,0.587,0.264,0.117,0.174,8
971,0.0,0.0,1.0,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7
1873,0.0,1.0,0.0,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
324,0.0,0.0,1.0,0.335,0.265,0.105,0.222,0.0935,0.056,0.075,7
3952,0.0,1.0,0.0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
455,0.0,0.0,1.0,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
3264,1.0,0.0,0.0,0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
469,0.0,0.0,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
682,1.0,0.0,0.0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
3363,0.0,1.0,0.0,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
517,0.0,0.0,1.0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
1852,0.0,1.0,0.0,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
1851,0.0,1.0,0.0,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
2318,1.0,0.0,0.0,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
475,0.0,0.0,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
2954,0.0,0.0,1.0,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
933,0.0,1.0,0.0,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
844,0.0,0.0,1.0,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8
887,1.0,0.0,0.0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
738,0.0,0.0,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14
2456,0.0,1.0,0.0,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
2518,0.0,0.0,1.0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
4002,0.0,1.0,0.0,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
2387,0.0,1.0,0.0,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11
628,0.0,1.0,0.0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
3453,1.0,0.0,0.0,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
163,1.0,0.0,0.0,0.725,0.56,0.21,2.141,0.65,0.398,1.005,18
3737,0.0,0.0,1.0,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9
3020,0.0,1.0,0.0,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,8
3817,0.0,0.0,1.0,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
3984,0.0,0.0,1.0,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
1038,0.0,0.0,1.0,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
36,1.0,0.0,0.0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
332,0.0,1.0,0.0,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
3333,0.0,1.0,0.0,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12
1074,0.0,1.0,0.0,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
3618,0.0,0.0,1.0,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,11
1826,0.0,1.0,0.0,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7
2421,0.0,1.0,0.0,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
3163,1.0,0.0,0.0,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,9
2075,0.0,0.0,1.0,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
3706,1.0,0.0,0.0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
1331,0.0,0.0,1.0,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
2176,1.0,0.0,0.0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
2177,1.0,0.0,0.0,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
148,0.0,1.0,0.0,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
270,1.0,0.0,0.0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,22
1285,0.0,1.0,0.0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,7
871,1.0,0.0,0.0,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
2503,0.0,1.0,0.0,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6
976,0.0,0.0,1.0,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,7
13,1.0,0.0,0.0,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
3067,0.0,0.0,1.0,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,11
3811,0.0,0.0,1.0,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
869,0.0,0.0,1.0,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
557,1.0,0.0,0.0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
613,0.0,1.0,0.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18
2321,0.0,0.0,1.0,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
2643,0.0,1.0,0.0,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8
3252,0.0,0.0,1.0,0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
4039,0.0,1.0,0.0,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11
3714,1.0,0.0,0.0,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
3804,0.0,1.0,0.0,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
1638,0.0,1.0,0.0,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9
3708,1.0,0.0,0.0,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
3273,1.0,0.0,0.0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13
373,1.0,0.0,0.0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
577,1.0,0.0,0.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
3851,0.0,0.0,1.0,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
958,0.0,1.0,0.0,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
462,0.0,1.0,0.0,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6
1427,1.0,0.0,0.0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
1985,0.0,0.0,1.0,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
2232,1.0,0.0,0.0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
1584,1.0,0.0,0.0,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
2142,0.0,1.0,0.0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9
33,1.0,0.0,0.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
3828,0.0,0.0,1.0,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
3753,0.0,1.0,0.0,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
1052,0.0,0.0,1.0,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
3224,0.0,0.0,1.0,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
4173,0.0,0.0,1.0,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
3823,1.0,0.0,0.0,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
3769,1.0,0.0,0.0,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
465,0.0,1.0,0.0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5
932,0.0,1.0,0.0,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
836,0.0,0.0,1.0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,8
1998,0.0,1.0,0.0,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
234,0.0,1.0,0.0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12
3501,0.0,0.0,1.0,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
3594,1.0,0.0,0.0,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
1601,0.0,1.0,0.0,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
3624,1.0,0.0,0.0,0.665,0.5,0.175,1.4355,0.643,0.345,0.37,9
4150,0.0,1.0,0.0,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,7
1317,0.0,1.0,0.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
3419,0.0,0.0,1.0,0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8
3493,0.0,0.0,1.0,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,8
1561,0.0,1.0,0.0,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8
2320,0.0,1.0,0.0,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
1869,0.0,1.0,0.0,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
3003,1.0,0.0,0.0,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
1490,1.0,0.0,0.0,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9
1967,0.0,0.0,1.0,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
3774,0.0,1.0,0.0,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
2087,0.0,0.0,1.0,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
2352,0.0,0.0,1.0,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18
3205,0.0,0.0,1.0,0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
3660,1.0,0.0,0.0,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
3996,0.0,1.0,0.0,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
502,1.0,0.0,0.0,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
22,1.0,0.0,0.0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
3668,1.0,0.0,0.0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
401,0.0,0.0,1.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9
2181,0.0,0.0,1.0,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
3806,0.0,1.0,0.0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
1421,1.0,0.0,0.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
3290,1.0,0.0,0.0,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
2825,0.0,1.0,0.0,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
556,0.0,1.0,0.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14
1845,0.0,1.0,0.0,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
59,1.0,0.0,0.0,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
3693,0.0,0.0,1.0,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11
2373,1.0,0.0,0.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
3754,0.0,1.0,0.0,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
3895,1.0,0.0,0.0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
1364,0.0,0.0,1.0,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
4041,0.0,1.0,0.0,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
3524,0.0,1.0,0.0,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,6
784,0.0,1.0,0.0,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
3617,0.0,0.0,1.0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9
839,0.0,1.0,0.0,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
4065,0.0,1.0,0.0,0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6
376,0.0,0.0,1.0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11
2856,1.0,0.0,0.0,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
3656,0.0,1.0,0.0,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,11
244,0.0,1.0,0.0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
2041,0.0,1.0,0.0,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
406,0.0,0.0,1.0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8
3826,1.0,0.0,0.0,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
611,0.0,0.0,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
242,0.0,1.0,0.0,0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5
248,0.0,1.0,0.0,0.305,0.245,0.075,0.156,0.0675,0.038,0.045,7
1329,0.0,1.0,0.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
1485,1.0,0.0,0.0,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
1730,0.0,0.0,1.0,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
169,1.0,0.0,0.0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
480,1.0,0.0,0.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,29
889,1.0,0.0,0.0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
3642,0.0,1.0,0.0,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
1718,0.0,0.0,1.0,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
778,0.0,0.0,1.0,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,15
1747,1.0,0.0,0.0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
596,1.0,0.0,0.0,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
2460,0.0,0.0,1.0,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
2912,0.0,1.0,0.0,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9
1259,0.0,1.0,0.0,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7
2819,0.0,1.0,0.0,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
544,1.0,0.0,0.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10
116,1.0,0.0,0.0,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
694,0.0,1.0,0.0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,4
1468,0.0,0.0,1.0,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8
667,1.0,0.0,0.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
43,0.0,1.0,0.0,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
369,1.0,0.0,0.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
251,0.0,0.0,1.0,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
123,0.0,0.0,1.0,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
2194,0.0,1.0,0.0,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
1788,1.0,0.0,0.0,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
3556,0.0,1.0,0.0,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
416,1.0,0.0,0.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
4131,0.0,1.0,0.0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11
1343,0.0,0.0,1.0,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
1176,0.0,0.0,1.0,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
947,0.0,0.0,1.0,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
1462,1.0,0.0,0.0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
2149,0.0,0.0,1.0,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
4029,0.0,1.0,0.0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
2999,1.0,0.0,0.0,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
617,0.0,0.0,1.0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
1876,0.0,1.0,0.0,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
3114,0.0,1.0,0.0,0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,7
1361,1.0,0.0,0.0,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
2756,0.0,1.0,0.0,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8
701,1.0,0.0,0.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14
288,0.0,0.0,1.0,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
2765,0.0,1.0,0.0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11
3988,0.0,0.0,1.0,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
3197,0.0,1.0,0.0,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,7
3746,0.0,1.0,0.0,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7
2588,1.0,0.0,0.0,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8
2427,0.0,0.0,1.0,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
1722,1.0,0.0,0.0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
1042,1.0,0.0,0.0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
2900,1.0,0.0,0.0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,9
1410,1.0,0.0,0.0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
2343,0.0,1.0,0.0,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
1659,1.0,0.0,0.0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
2190,0.0,0.0,1.0,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
3215,1.0,0.0,0.0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
155,0.0,0.0,1.0,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
3528,0.0,1.0,0.0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,6
2361,0.0,0.0,1.0,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12
2982,1.0,0.0,0.0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
1587,0.0,1.0,0.0,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8
3915,0.0,1.0,0.0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
2673,0.0,0.0,1.0,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9
3884,0.0,1.0,0.0,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
2834,1.0,0.0,0.0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
1081,0.0,1.0,0.0,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
3588,0.0,0.0,1.0,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,12
2675,0.0,0.0,1.0,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
928,0.0,1.0,0.0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
1417,0.0,0.0,1.0,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
461,1.0,0.0,0.0,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
4159,1.0,0.0,0.0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
2446,1.0,0.0,0.0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
372,1.0,0.0,0.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
1850,0.0,1.0,0.0,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
2730,0.0,1.0,0.0,0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6
3735,0.0,0.0,1.0,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
297,0.0,1.0,0.0,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
2855,1.0,0.0,0.0,0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
2516,0.0,1.0,0.0,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10
1465,0.0,1.0,0.0,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
2388,0.0,1.0,0.0,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10
